Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
TruncateMod_e360218705c577533f2e34fd04c6ab0f_1,vector,4.520000,1,NA,0,53116,1800,1800,
