Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
TruncateMod_a1621fd4c94af40886db60fcc9379e36_0,vector,4.360000,1,NA,0,53116,1800,1800,
