Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
TruncateMod_d45b761557d922aba94d22558a8a08ce_2,vector,4.520000,1,NA,0,53116,1800,1800,
