Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
AddCustomTemplate_816f04e052850554f4b3cacb35f8e8c6_0,vector,95.981918,40,NA,0,245886,1650,1650,
